sentence_id,sentence,obj1_shape,obj1_colour,obj1_size,relation,obj2_shape,obj2_colour,obj2_size,template_id
1320,a blue cube is inside a brown rectangle,cube,blue,medium,inside,rectangle,brown,large,4
1321,a green hexagon is next to a blue circle,hexagon,green,medium,next to,circle,blue,large,4
1322,a yellow pentagon is below a yellow cylinder,pentagon,yellow,medium,below,cylinder,yellow,medium,4
1323,there is a medium red sphere inside a medium red pentagon,sphere,red,medium,inside,pentagon,red,medium,2
1324,a large orange cube is inside a medium red rectangle,cube,orange,large,inside,rectangle,red,medium,1
1325,there is a medium brown oval below a small yellow cylinder,oval,brown,medium,below,cylinder,yellow,small,2
1326,there is a small yellow sphere to the left of a medium pink circle,sphere,yellow,small,to the left of,circle,pink,medium,2
1327,a small brown circle is inside a small orange sphere,circle,brown,small,inside,sphere,orange,small,1
1328,a small cylinder is to the right of a large oval,cylinder,blue,small,to the right of,oval,blue,large,5
1329,one large purple hexagon is below one small purple circle,hexagon,purple,large,below,circle,purple,small,3
1330,one small pink oval is inside one small blue square,oval,pink,small,inside,square,blue,small,3
1331,a medium orange sphere is positioned next to a medium red hexagon,sphere,orange,medium,next to,hexagon,red,medium,6
1332,one large orange pentagon is next to one small purple oval,pentagon,orange,large,next to,oval,purple,small,3
1333,a large yellow rectangle is positioned next to a medium pink square,rectangle,yellow,large,next to,square,pink,medium,6
1334,a small cube is next to a large cylinder,cube,yellow,small,next to,cylinder,orange,large,5
1335,a large purple cylinder is positioned to the left of a large orange oval,cylinder,purple,large,to the left of,oval,orange,large,6
1336,there is a large brown circle to the right of a large pink oval,circle,brown,large,to the right of,oval,pink,large,2
1337,there is a large orange circle inside a medium yellow hexagon,circle,orange,large,inside,hexagon,yellow,medium,2
1338,a large pink triangle is above a small red circle,triangle,pink,large,above,circle,red,small,1
1339,there is a small orange cylinder to the right of a small purple oval,cylinder,orange,small,to the right of,oval,purple,small,2
1340,a yellow sphere is to the right of a yellow sphere,sphere,yellow,small,to the right of,sphere,yellow,medium,4
1341,a medium orange rectangle is below a small green square,rectangle,orange,medium,below,square,green,small,1
1342,a large red triangle is above a small purple square,triangle,red,large,above,square,purple,small,1
1343,there is a medium yellow pentagon to the left of a small grey hexagon,pentagon,yellow,medium,to the left of,hexagon,grey,small,2
1344,an orange hexagon is next to a grey pentagon,hexagon,orange,small,next to,pentagon,grey,medium,4
1345,one large yellow hexagon is to the left of one small grey square,hexagon,yellow,large,to the left of,square,grey,small,3
1346,there is a small brown circle inside a small green cylinder,circle,brown,small,inside,cylinder,green,small,2
1347,there is a medium green rectangle above a small green rectangle,rectangle,green,medium,above,rectangle,green,small,2
1348,a medium green sphere is positioned to the right of a medium grey square,sphere,green,medium,to the right of,square,grey,medium,6
1349,a medium purple oval is next to a small blue oval,oval,purple,medium,next to,oval,blue,small,1
1350,there is a medium brown square to the left of a large pink rectangle,square,brown,medium,to the left of,rectangle,pink,large,2
1351,a small grey pentagon is positioned to the right of a small pink oval,pentagon,grey,small,to the right of,oval,pink,small,6
1352,there is a large purple triangle to the left of a large red circle,triangle,purple,large,to the left of,circle,red,large,2
1353,one large brown circle is above one medium green square,circle,brown,large,above,square,green,medium,3
1354,a medium blue pentagon is positioned next to a medium yellow cube,pentagon,blue,medium,next to,cube,yellow,medium,6
1355,a small pentagon is to the left of a small sphere,pentagon,red,small,to the left of,sphere,green,small,5
1356,an orange hexagon is to the right of an orange cube,hexagon,orange,small,to the right of,cube,orange,large,4
1357,a small blue hexagon is to the right of a medium yellow rectangle,hexagon,blue,small,to the right of,rectangle,yellow,medium,1
1358,one large orange oval is inside one small purple oval,oval,orange,large,inside,oval,purple,small,3
1359,there is a medium orange circle inside a small blue pentagon,circle,orange,medium,inside,pentagon,blue,small,2
1360,a medium oval is to the left of a medium oval,oval,yellow,medium,to the left of,oval,pink,medium,5
1361,a small oval is inside a medium hexagon,oval,grey,small,inside,hexagon,red,medium,5
1362,a grey pentagon is next to a blue cube,pentagon,grey,small,next to,cube,blue,large,4
1363,a blue circle is inside an orange sphere,circle,blue,medium,inside,sphere,orange,small,4
1364,a medium yellow pentagon is inside a large red square,pentagon,yellow,medium,inside,square,red,large,1
1365,a small blue sphere is above a medium blue sphere,sphere,blue,small,above,sphere,blue,medium,1
1366,a medium brown cube is above a medium blue pentagon,cube,brown,medium,above,pentagon,blue,medium,1
1367,a medium purple triangle is above a medium orange oval,triangle,purple,medium,above,oval,orange,medium,1
1368,one medium orange hexagon is to the left of one medium purple pentagon,hexagon,orange,medium,to the left of,pentagon,purple,medium,3
1369,a small triangle is to the right of a medium cube,triangle,green,small,to the right of,cube,blue,medium,5
1370,a brown square is below a blue hexagon,square,brown,small,below,hexagon,blue,medium,4
1371,one large red oval is above one medium blue oval,oval,red,large,above,oval,blue,medium,3
1372,a small hexagon is to the right of a medium circle,hexagon,blue,small,to the right of,circle,pink,medium,5
1373,there is a small brown triangle above a large orange cube,triangle,brown,small,above,cube,orange,large,2
1374,a small oval is next to a small triangle,oval,blue,small,next to,triangle,green,small,5
1375,a small pentagon is above a large square,pentagon,purple,small,above,square,purple,large,5
1376,one large red oval is below one small blue cylinder,oval,red,large,below,cylinder,blue,small,3
1377,a medium rectangle is below a medium sphere,rectangle,purple,medium,below,sphere,red,medium,5
1378,a medium red hexagon is to the right of a medium red pentagon,hexagon,red,medium,to the right of,pentagon,red,medium,1
1379,there is a medium yellow cube next to a medium red circle,cube,yellow,medium,next to,circle,red,medium,2
1380,a purple sphere is above a brown hexagon,sphere,purple,small,above,hexagon,brown,large,4
1381,a medium blue cylinder is next to a large red rectangle,cylinder,blue,medium,next to,rectangle,red,large,1
1382,there is a small yellow hexagon to the left of a large purple rectangle,hexagon,yellow,small,to the left of,rectangle,purple,large,2
1383,a small blue hexagon is next to a large yellow circle,hexagon,blue,small,next to,circle,yellow,large,1
1384,a small cylinder is above a small cylinder,cylinder,yellow,small,above,cylinder,orange,small,5
1385,there is a medium blue oval to the right of a small yellow hexagon,oval,blue,medium,to the right of,hexagon,yellow,small,2
1386,a small circle is to the left of a large triangle,circle,green,small,to the left of,triangle,green,large,5
1387,a purple sphere is below a red pentagon,sphere,purple,small,below,pentagon,red,large,4
1388,there is a medium green triangle inside a medium yellow triangle,triangle,green,medium,inside,triangle,yellow,medium,2
1389,a brown cube is next to a yellow square,cube,brown,large,next to,square,yellow,small,4
1390,there is a medium red pentagon inside a large red sphere,pentagon,red,medium,inside,sphere,red,large,2
1391,a large brown oval is positioned next to a small green rectangle,oval,brown,large,next to,rectangle,green,small,6
1392,there is a medium red cylinder to the right of a small purple sphere,cylinder,red,medium,to the right of,sphere,purple,small,2
1393,a small square is inside a large cylinder,square,orange,small,inside,cylinder,blue,large,5
1394,a brown cube is next to a blue triangle,cube,brown,small,next to,triangle,blue,large,4
1395,there is a medium pink rectangle to the left of a small pink cube,rectangle,pink,medium,to the left of,cube,pink,small,2
1396,a large blue hexagon is positioned to the left of a large blue square,hexagon,blue,large,to the left of,square,blue,large,6
1397,one large orange hexagon is below one small purple rectangle,hexagon,orange,large,below,rectangle,purple,small,3
1398,there is a small orange pentagon to the left of a large orange cube,pentagon,orange,small,to the left of,cube,orange,large,2
1399,a medium red oval is positioned next to a small green cube,oval,red,medium,next to,cube,green,small,6
1400,a large sphere is inside a medium sphere,sphere,orange,large,inside,sphere,yellow,medium,5
1401,a blue triangle is to the left of a brown oval,triangle,blue,medium,to the left of,oval,brown,medium,4
1402,a medium purple hexagon is positioned below a medium pink oval,hexagon,purple,medium,below,oval,pink,medium,6
1403,a medium grey sphere is to the right of a large green circle,sphere,grey,medium,to the right of,circle,green,large,1
1404,one small yellow sphere is below one large green triangle,sphere,yellow,small,below,triangle,green,large,3
1405,a small yellow square is positioned above a small purple cube,square,yellow,small,above,cube,purple,small,6
1406,a medium hexagon is below a large pentagon,hexagon,orange,medium,below,pentagon,purple,large,5
1407,one large yellow oval is above one medium pink square,oval,yellow,large,above,square,pink,medium,3
1408,there is a small brown square to the left of a small grey cube,square,brown,small,to the left of,cube,grey,small,2
1409,there is a small orange oval above a medium purple hexagon,oval,orange,small,above,hexagon,purple,medium,2
