sentence_id,sentence,number,num_digits,colour,size,template_id
2390,a medium orange 1412,1412,4,orange,medium,1
2391,a large 5793 in grey colour,5793,4,grey,large,4
2392,a small 6657 in orange colour,6657,4,orange,small,4
2393,a small 5032 in yellow colour,5032,4,yellow,small,4
2394,a medium 235 in red colour,235,3,red,medium,4
2395,a medium green number 6,6,1,green,medium,5
2396,a purple number 215 of large size,215,3,purple,large,3
2397,a red number 56 of large size,56,2,red,large,3
2398,the number 3377 in green colour and medium size,3377,4,green,medium,2
2399,a large blue 6523,6523,4,blue,large,1
2400,a medium green number 94,94,2,green,medium,5
2401,a medium brown 7978,7978,4,brown,medium,1
2402,a large 17 in brown colour,17,2,brown,large,4
2403,a small orange 7,7,1,orange,small,1
2404,a small orange number 535,535,3,orange,small,5
2405,a large 929 in brown colour,929,3,brown,large,4
2406,a medium purple 21,21,2,purple,medium,1
2407,the number 38 in orange colour and small size,38,2,orange,small,2
2408,a medium 435 in grey colour,435,3,grey,medium,4
2409,the number 877 in green colour and medium size,877,3,green,medium,2
2410,a small 12 in yellow colour,12,2,yellow,small,4
2411,a green number 8502 of large size,8502,4,green,large,3
2412,the number 380 in yellow colour and large size,380,3,yellow,large,2
2413,a medium yellow number 72,72,2,yellow,medium,5
2414,a large purple number 809,809,3,purple,large,5
2415,a purple number 12 of medium size,12,2,purple,medium,3
2416,a medium pink number 8024,8024,4,pink,medium,5
2417,a small green number 81,81,2,green,small,5
2418,a small pink 2945,2945,4,pink,small,1
2419,a small 2 in grey colour,2,1,grey,small,4
2420,a small 3688 in red colour,3688,4,red,small,4
2421,a medium 2 in green colour,2,1,green,medium,4
2422,a medium brown number 6013,6013,4,brown,medium,5
2423,a red number 3 of small size,3,1,red,small,3
2424,a medium green number 72,72,2,green,medium,5
2425,an orange number 8257 of small size,8257,4,orange,small,3
2426,a medium yellow number 4781,4781,4,yellow,medium,5
2427,the number 30 in yellow colour and small size,30,2,yellow,small,2
2428,a medium brown 8536,8536,4,brown,medium,1
2429,a green number 371 of large size,371,3,green,large,3
2430,a small grey number 9491,9491,4,grey,small,5
2431,a medium 799 in yellow colour,799,3,yellow,medium,4
2432,a medium brown 4582,4582,4,brown,medium,1
2433,a green number 3027 of medium size,3027,4,green,medium,3
2434,an orange number 6344 of medium size,6344,4,orange,medium,3
2435,a red number 9135 of small size,9135,4,red,small,3
2436,a small yellow 749,749,3,yellow,small,1
2437,the number 7 in pink colour and medium size,7,1,pink,medium,2
2438,a medium 837 in grey colour,837,3,grey,medium,4
2439,a blue number 38 of large size,38,2,blue,large,3
2440,a large blue 739,739,3,blue,large,1
2441,a medium grey 4708,4708,4,grey,medium,1
2442,a grey number 8418 of medium size,8418,4,grey,medium,3
2443,a brown number 805 of large size,805,3,brown,large,3
2444,a small 3424 in orange colour,3424,4,orange,small,4
2445,a red number 723 of large size,723,3,red,large,3
2446,a medium grey 195,195,3,grey,medium,1
2447,a small brown number 826,826,3,brown,small,5
2448,a brown number 22 of medium size,22,2,brown,medium,3
2449,a medium yellow number 105,105,3,yellow,medium,5
2450,a medium red 3,3,1,red,medium,1
2451,a large blue 9164,9164,4,blue,large,1
2452,the number 6 in orange colour and large size,6,1,orange,large,2
2453,the number 37 in yellow colour and small size,37,2,yellow,small,2
2454,a large 288 in yellow colour,288,3,yellow,large,4
2455,a large 1317 in brown colour,1317,4,brown,large,4
2456,a brown number 3559 of large size,3559,4,brown,large,3
2457,a small pink 3,3,1,pink,small,1
2458,the number 2973 in blue colour and medium size,2973,4,blue,medium,2
2459,a small 59 in red colour,59,2,red,small,4
2460,a small yellow number 533,533,3,yellow,small,5
2461,a large 2 in blue colour,2,1,blue,large,4
2462,the number 755 in purple colour and large size,755,3,purple,large,2
2463,a large blue 346,346,3,blue,large,1
2464,the number 7138 in grey colour and medium size,7138,4,grey,medium,2
2465,a medium brown 63,63,2,brown,medium,1
2466,a large 6 in red colour,6,1,red,large,4
2467,a medium green 68,68,2,green,medium,1
2468,a medium pink 683,683,3,pink,medium,1
2469,a grey number 712 of large size,712,3,grey,large,3
2470,a green number 99 of small size,99,2,green,small,3
2471,a small red number 2615,2615,4,red,small,5
2472,a pink number 5 of large size,5,1,pink,large,3
2473,a medium pink number 10,10,2,pink,medium,5
2474,a medium grey number 21,21,2,grey,medium,5
2475,a medium blue 9838,9838,4,blue,medium,1
2476,a small purple 977,977,3,purple,small,1
2477,an orange number 422 of small size,422,3,orange,small,3
2478,a large 6672 in green colour,6672,4,green,large,4
2479,a medium orange number 2,2,1,orange,medium,5
2480,a blue number 59 of medium size,59,2,blue,medium,3
2481,the number 7 in orange colour and small size,7,1,orange,small,2
2482,a medium brown 4391,4391,4,brown,medium,1
2483,an orange number 337 of medium size,337,3,orange,medium,3
2484,a small brown number 88,88,2,brown,small,5
2485,a large grey 1399,1399,4,grey,large,1
2486,a pink number 6792 of small size,6792,4,pink,small,3
2487,a medium pink 60,60,2,pink,medium,1
2488,a small 535 in green colour,535,3,green,small,4
2489,a small 95 in grey colour,95,2,grey,small,4
2490,a pink number 6523 of small size,6523,4,pink,small,3
2491,a small red 6132,6132,4,red,small,1
2492,a pink number 4833 of large size,4833,4,pink,large,3
2493,a large red 6063,6063,4,red,large,1
2494,the number 54 in brown colour and large size,54,2,brown,large,2
2495,a pink number 9367 of large size,9367,4,pink,large,3
2496,a red number 2185 of medium size,2185,4,red,medium,3
2497,an orange number 1378 of small size,1378,4,orange,small,3
2498,a green number 57 of medium size,57,2,green,medium,3
2499,the number 8 in pink colour and small size,8,1,pink,small,2
2500,a brown number 3 of small size,3,1,brown,small,3
2501,a green number 898 of small size,898,3,green,small,3
2502,a small green 6,6,1,green,small,1
2503,a purple number 31 of small size,31,2,purple,small,3
2504,a medium blue number 3824,3824,4,blue,medium,5
2505,a large brown 533,533,3,brown,large,1
2506,a small green number 21,21,2,green,small,5
2507,a small blue number 959,959,3,blue,small,5
2508,a medium orange 8,8,1,orange,medium,1
2509,the number 409 in green colour and medium size,409,3,green,medium,2
2510,a pink number 9 of small size,9,1,pink,small,3
2511,the number 14 in green colour and medium size,14,2,green,medium,2
2512,the number 12 in purple colour and medium size,12,2,purple,medium,2
2513,a medium grey number 2,2,1,grey,medium,5
2514,a large yellow 6,6,1,yellow,large,1
2515,a medium green number 57,57,2,green,medium,5
2516,a large 569 in grey colour,569,3,grey,large,4
2517,the number 15 in orange colour and medium size,15,2,orange,medium,2
2518,the number 2140 in pink colour and small size,2140,4,pink,small,2
2519,the number 41 in orange colour and small size,41,2,orange,small,2
2520,the number 1 in purple colour and large size,1,1,purple,large,2
2521,a small orange 6,6,1,orange,small,1
2522,the number 74 in blue colour and small size,74,2,blue,small,2
2523,a green number 241 of large size,241,3,green,large,3
2524,a blue number 7 of large size,7,1,blue,large,3
2525,a purple number 3753 of large size,3753,4,purple,large,3
2526,the number 60 in green colour and small size,60,2,green,small,2
2527,a small blue number 37,37,2,blue,small,5
2528,a small blue number 463,463,3,blue,small,5
2529,a green number 502 of large size,502,3,green,large,3
2530,a small yellow 76,76,2,yellow,small,1
2531,a purple number 8428 of medium size,8428,4,purple,medium,3
2532,a small orange 77,77,2,orange,small,1
2533,the number 99 in yellow colour and small size,99,2,yellow,small,2
2534,the number 2 in yellow colour and large size,2,1,yellow,large,2
2535,a pink number 1 of large size,1,1,pink,large,3
2536,a medium 678 in blue colour,678,3,blue,medium,4
2537,an orange number 9873 of medium size,9873,4,orange,medium,3
2538,the number 7144 in red colour and medium size,7144,4,red,medium,2
2539,a medium 350 in yellow colour,350,3,yellow,medium,4
2540,a purple number 9320 of small size,9320,4,purple,small,3
2541,a small 97 in orange colour,97,2,orange,small,4
2542,a purple number 73 of small size,73,2,purple,small,3
2543,a large yellow 13,13,2,yellow,large,1
2544,a large green 6562,6562,4,green,large,1
2545,a medium 7 in orange colour,7,1,orange,medium,4
2546,the number 2575 in blue colour and medium size,2575,4,blue,medium,2
2547,a medium 456 in green colour,456,3,green,medium,4
2548,a medium yellow number 6641,6641,4,yellow,medium,5
2549,a large 71 in green colour,71,2,green,large,4
2550,a small pink number 1078,1078,4,pink,small,5
2551,a medium orange 231,231,3,orange,medium,1
2552,a blue number 4815 of medium size,4815,4,blue,medium,3
2553,the number 764 in pink colour and small size,764,3,pink,small,2
2554,a small 7 in blue colour,7,1,blue,small,4
2555,the number 402 in grey colour and small size,402,3,grey,small,2
2556,a small green number 717,717,3,green,small,5
2557,a brown number 399 of large size,399,3,brown,large,3
2558,the number 60 in brown colour and medium size,60,2,brown,medium,2
2559,a large grey number 1751,1751,4,grey,large,5
2560,a blue number 94 of small size,94,2,blue,small,3
2561,a small brown 7479,7479,4,brown,small,1
2562,the number 9968 in green colour and large size,9968,4,green,large,2
2563,a medium purple number 626,626,3,purple,medium,5
2564,a medium brown number 30,30,2,brown,medium,5
2565,a red number 7796 of small size,7796,4,red,small,3
2566,the number 848 in red colour and small size,848,3,red,small,2
2567,a medium 8761 in orange colour,8761,4,orange,medium,4
2568,a large 75 in purple colour,75,2,purple,large,4
2569,the number 2406 in brown colour and large size,2406,4,brown,large,2
2570,a medium 511 in green colour,511,3,green,medium,4
2571,a pink number 216 of small size,216,3,pink,small,3
2572,a large 6764 in purple colour,6764,4,purple,large,4
2573,a large blue number 5,5,1,blue,large,5
2574,the number 594 in purple colour and medium size,594,3,purple,medium,2
2575,a small pink number 61,61,2,pink,small,5
2576,the number 5985 in blue colour and small size,5985,4,blue,small,2
2577,a small yellow number 8618,8618,4,yellow,small,5
2578,a medium green 9,9,1,green,medium,1
2579,the number 96 in green colour and medium size,96,2,green,medium,2
2580,a medium brown 5,5,1,brown,medium,1
2581,a medium blue 987,987,3,blue,medium,1
2582,a blue number 2430 of medium size,2430,4,blue,medium,3
2583,a large 9 in green colour,9,1,green,large,4
2584,a medium 1705 in yellow colour,1705,4,yellow,medium,4
2585,a green number 43 of large size,43,2,green,large,3
2586,a small purple number 283,283,3,purple,small,5
2587,a medium yellow number 551,551,3,yellow,medium,5
2588,a small grey number 564,564,3,grey,small,5
2589,the number 14 in purple colour and large size,14,2,purple,large,2
2590,the number 2074 in brown colour and small size,2074,4,brown,small,2
2591,the number 7962 in purple colour and large size,7962,4,purple,large,2
2592,a blue number 4 of small size,4,1,blue,small,3
2593,a large 4408 in purple colour,4408,4,purple,large,4
2594,a yellow number 4316 of medium size,4316,4,yellow,medium,3
2595,the number 952 in blue colour and small size,952,3,blue,small,2
2596,the number 6549 in grey colour and large size,6549,4,grey,large,2
2597,a small purple 58,58,2,purple,small,1
2598,a small 4 in green colour,4,1,green,small,4
2599,the number 531 in blue colour and large size,531,3,blue,large,2
2600,a medium red number 152,152,3,red,medium,5
2601,a large grey 591,591,3,grey,large,1
2602,a small yellow 8582,8582,4,yellow,small,1
2603,a small purple 77,77,2,purple,small,1
2604,a small red number 65,65,2,red,small,5
2605,a small 7100 in green colour,7100,4,green,small,4
2606,a medium pink 832,832,3,pink,medium,1
2607,a large brown number 9411,9411,4,brown,large,5
2608,a large 4 in red colour,4,1,red,large,4
2609,the number 600 in red colour and large size,600,3,red,large,2
2610,the number 2203 in grey colour and medium size,2203,4,grey,medium,2
2611,the number 88 in purple colour and large size,88,2,purple,large,2
2612,a medium 70 in pink colour,70,2,pink,medium,4
2613,a large 1567 in purple colour,1567,4,purple,large,4
2614,a yellow number 93 of large size,93,2,yellow,large,3
2615,a green number 61 of medium size,61,2,green,medium,3
2616,a large orange 3343,3343,4,orange,large,1
2617,an orange number 3318 of small size,3318,4,orange,small,3
2618,a small blue 5,5,1,blue,small,1
2619,a medium blue 503,503,3,blue,medium,1
2620,a small green 11,11,2,green,small,1
2621,a blue number 6203 of medium size,6203,4,blue,medium,3
2622,a medium purple 7,7,1,purple,medium,1
2623,a small green 483,483,3,green,small,1
2624,a small 3052 in purple colour,3052,4,purple,small,4
2625,a small green 494,494,3,green,small,1
2626,a small 49 in grey colour,49,2,grey,small,4
2627,a large yellow 966,966,3,yellow,large,1
2628,the number 88 in red colour and large size,88,2,red,large,2
2629,the number 3 in blue colour and small size,3,1,blue,small,2
2630,a purple number 5494 of large size,5494,4,purple,large,3
2631,the number 30 in blue colour and large size,30,2,blue,large,2
2632,a medium red 928,928,3,red,medium,1
2633,a medium 4 in brown colour,4,1,brown,medium,4
2634,a small 91 in pink colour,91,2,pink,small,4
2635,a large purple 693,693,3,purple,large,1
2636,the number 5655 in blue colour and small size,5655,4,blue,small,2
2637,the number 5012 in red colour and large size,5012,4,red,large,2
2638,a medium purple number 5,5,1,purple,medium,5
2639,a pink number 426 of medium size,426,3,pink,medium,3
2640,a medium 8417 in grey colour,8417,4,grey,medium,4
2641,a yellow number 86 of large size,86,2,yellow,large,3
2642,a medium brown 7,7,1,brown,medium,1
2643,a medium purple number 413,413,3,purple,medium,5
2644,the number 686 in orange colour and large size,686,3,orange,large,2
2645,a large grey 165,165,3,grey,large,1
2646,the number 1092 in blue colour and medium size,1092,4,blue,medium,2
2647,a small green 56,56,2,green,small,1
2648,a green number 2 of small size,2,1,green,small,3
2649,a large 6 in purple colour,6,1,purple,large,4
2650,the number 5 in yellow colour and small size,5,1,yellow,small,2
2651,a large red number 9,9,1,red,large,5
2652,a small 810 in blue colour,810,3,blue,small,4
2653,a small green 9111,9111,4,green,small,1
2654,a purple number 7002 of large size,7002,4,purple,large,3
2655,an orange number 6085 of small size,6085,4,orange,small,3
2656,a yellow number 4116 of small size,4116,4,yellow,small,3
2657,a large brown 67,67,2,brown,large,1
2658,a large blue 3365,3365,4,blue,large,1
2659,a small pink 5432,5432,4,pink,small,1
2660,a large 5339 in pink colour,5339,4,pink,large,4
2661,a small 604 in orange colour,604,3,orange,small,4
2662,a pink number 3666 of small size,3666,4,pink,small,3
