sentence_id,template_id,sentence,board_state,x_count,x_positions,o_count,o_positions
2186,2,"X has played in the bottom-center, the top-center, the bottom-left, the bottom-right, and the top-right, O has played in the top-left, the middle-right, the middle-left, and the center",O|X|X|O|O|O|X|X|X,5,"bottom-center, top-center, bottom-left, bottom-right, top-right",4,"top-left, middle-right, middle-left, center"
2187,5,"X marks the bottom-center, the middle-left, and the top-center, O marks the bottom-left and middle-right",_|X|_|X|_|O|O|X|_,3,"bottom-center, middle-left, top-center",2,"bottom-left, middle-right"
2188,3,"X occupies the top-right, O occupies the top-center",_|O|X|_|_|_|_|_|_,1,top-right,1,top-center
2189,4,"X is placed in the top-right, the bottom-left, the middle-left, the center, and the bottom-right, O is placed in the top-center, the bottom-center, the middle-right, and the top-left",O|O|X|X|X|O|X|O|X,5,"top-right, bottom-left, middle-left, center, bottom-right",4,"top-center, bottom-center, middle-right, top-left"
2190,3,"X occupies the top-center, the top-right, and the center, O occupies the top-left, the bottom-left, and the bottom-right",O|X|X|_|X|_|O|_|O,3,"top-center, top-right, center",3,"top-left, bottom-left, bottom-right"
2191,3,"X occupies the top-center, the bottom-left, the top-left, and the center, O occupies the top-right, the middle-left, and the bottom-center",X|X|O|O|X|_|X|O|_,4,"top-center, bottom-left, top-left, center",3,"top-right, middle-left, bottom-center"
2192,4,"X is placed in the top-center, the bottom-left, the bottom-right, and the middle-right, O is placed in the top-right, the bottom-center, and the center",_|X|O|_|O|X|X|O|X,4,"top-center, bottom-left, bottom-right, middle-right",3,"top-right, bottom-center, center"
2193,2,"X has played in the bottom-center, the top-left, the middle-left, and the middle-right, O has played in the top-center, the bottom-left, and the center",X|O|_|X|O|X|O|X|_,4,"bottom-center, top-left, middle-left, middle-right",3,"top-center, bottom-left, center"
2194,1,"X is in the center, the top-center, and the bottom-left, O is in the bottom-center and bottom-right",_|X|_|_|X|_|X|O|O,3,"center, top-center, bottom-left",2,"bottom-center, bottom-right"
2195,5,"X marks the bottom-center and middle-left, O marks the bottom-right and center",_|_|_|X|O|_|_|X|O,2,"bottom-center, middle-left",2,"bottom-right, center"
2196,5,"X marks the bottom-center, the middle-left, and the top-center, O marks the middle-right and bottom-right",_|X|_|X|_|O|_|X|O,3,"bottom-center, middle-left, top-center",2,"middle-right, bottom-right"
2197,4,"X is placed in the bottom-right, the top-right, the top-center, and the top-left, O is placed in the middle-right, the center, and the middle-left",X|X|X|O|O|O|_|_|X,4,"bottom-right, top-right, top-center, top-left",3,"middle-right, center, middle-left"
2198,4,"X is placed in the top-center and top-left, O is placed in the middle-left and bottom-right",X|X|_|O|_|_|_|_|O,2,"top-center, top-left",2,"middle-left, bottom-right"
2199,1,"X is in the top-left, the top-right, the top-center, the middle-right, and the bottom-center, O is in the middle-left, the center, the bottom-right, and the bottom-left",X|X|X|O|O|X|O|X|O,5,"top-left, top-right, top-center, middle-right, bottom-center",4,"middle-left, center, bottom-right, bottom-left"
2200,2,"X has played in the middle-right and middle-left, O has played in the top-left",O|_|_|X|_|X|_|_|_,2,"middle-right, middle-left",1,top-left
2201,2,"X has played in the top-left, the top-right, the center, and the top-center, O has played in the middle-right, the bottom-center, the middle-left, and the bottom-right",X|X|X|O|X|O|_|O|O,4,"top-left, top-right, center, top-center",4,"middle-right, bottom-center, middle-left, bottom-right"
2202,4,"X is placed in the top-right, the top-center, the center, and the top-left, O is placed in the bottom-center, the middle-right, and the middle-left",X|X|X|O|X|O|_|O|_,4,"top-right, top-center, center, top-left",3,"bottom-center, middle-right, middle-left"
2203,4,"X is placed in the bottom-center, O is placed in the top-right",_|_|O|_|_|_|_|X|_,1,bottom-center,1,top-right
2204,4,"X is placed in the middle-left, the center, the bottom-center, and the top-left, O is placed in the top-center, the top-right, the middle-right, and the bottom-left",X|O|O|X|X|O|O|X|_,4,"middle-left, center, bottom-center, top-left",4,"top-center, top-right, middle-right, bottom-left"
2205,5,"X marks the bottom-left, the top-center, and the bottom-right, O marks the center, the middle-right, and the top-left",O|X|_|_|O|O|X|_|X,3,"bottom-left, top-center, bottom-right",3,"center, middle-right, top-left"
2206,3,"X occupies the bottom-right, the middle-left, the bottom-center, the top-right, and the center, O occupies the middle-right, the bottom-left, the top-center, and the top-left",O|O|X|X|X|O|O|X|X,5,"bottom-right, middle-left, bottom-center, top-right, center",4,"middle-right, bottom-left, top-center, top-left"
2207,5,"X marks the bottom-left, the bottom-right, the middle-right, the top-left, and the center, O marks the top-right, the middle-left, the top-center, and the bottom-center",X|O|O|O|X|X|X|O|X,5,"bottom-left, bottom-right, middle-right, top-left, center",4,"top-right, middle-left, top-center, bottom-center"
2208,3,"X occupies the top-left, the bottom-center, the center, and the top-center, O occupies the bottom-right, the top-right, and the middle-right",X|X|O|_|X|O|_|X|O,4,"top-left, bottom-center, center, top-center",3,"bottom-right, top-right, middle-right"
2209,1,"X is in the bottom-left, the middle-left, and the middle-right, O is in the bottom-right and center",_|_|_|X|O|X|X|_|O,3,"bottom-left, middle-left, middle-right",2,"bottom-right, center"
2210,5,"X marks the top-center, the middle-right, the middle-left, the top-left, and the bottom-right, O marks the top-right, the bottom-center, the bottom-left, and the center",X|X|O|X|O|X|O|O|X,5,"top-center, middle-right, middle-left, top-left, bottom-right",4,"top-right, bottom-center, bottom-left, center"
2211,2,"X has played in the center, the middle-right, the bottom-left, and the bottom-right, O has played in the top-left, the bottom-center, and the middle-left",O|_|_|O|X|X|X|O|X,4,"center, middle-right, bottom-left, bottom-right",3,"top-left, bottom-center, middle-left"
2212,2,"X has played in the top-left, the middle-left, the top-right, the middle-right, and the top-center, O has played in the bottom-right, the bottom-center, the bottom-left, and the center",X|X|X|X|O|X|O|O|O,5,"top-left, middle-left, top-right, middle-right, top-center",4,"bottom-right, bottom-center, bottom-left, center"
2213,1,"X is in the bottom-right, the bottom-left, the top-center, the middle-right, and the middle-left, O is in the top-left, the center, the bottom-center, and the top-right",O|X|O|X|O|X|X|O|X,5,"bottom-right, bottom-left, top-center, middle-right, middle-left",4,"top-left, center, bottom-center, top-right"
2214,5,"X marks the bottom-center, the top-left, the bottom-left, the top-right, and the middle-left, O marks the center, the middle-right, the top-center, and the bottom-right",X|O|X|X|O|O|X|X|O,5,"bottom-center, top-left, bottom-left, top-right, middle-left",4,"center, middle-right, top-center, bottom-right"
2215,1,"X is in the top-right, the bottom-right, and the top-center, O is in the bottom-left and bottom-center",_|X|X|_|_|_|O|O|X,3,"top-right, bottom-right, top-center",2,"bottom-left, bottom-center"
2216,2,"X has played in the middle-left, the center, the bottom-left, the top-center, and the middle-right, O has played in the top-right, the bottom-right, the bottom-center, and the top-left",O|X|O|X|X|X|X|O|O,5,"middle-left, center, bottom-left, top-center, middle-right",4,"top-right, bottom-right, bottom-center, top-left"
2217,1,"X is in the bottom-left, the middle-left, and the bottom-right, O is in the top-right and top-center",_|O|O|X|_|_|X|_|X,3,"bottom-left, middle-left, bottom-right",2,"top-right, top-center"
2218,4,"X is placed in the bottom-right and middle-right, O is placed in the bottom-center",_|_|_|_|_|X|_|O|X,2,"bottom-right, middle-right",1,bottom-center
2219,3,"X occupies the top-center, the bottom-left, the top-right, the top-left, and the bottom-center, O occupies the middle-right, the center, the bottom-right, and the middle-left",X|X|X|O|O|O|X|X|O,5,"top-center, bottom-left, top-right, top-left, bottom-center",4,"middle-right, center, bottom-right, middle-left"
2220,3,"X occupies the bottom-left and top-left, O occupies the middle-left and bottom-center",X|_|_|O|_|_|X|O|_,2,"bottom-left, top-left",2,"middle-left, bottom-center"
2221,3,"X occupies the top-right, the middle-right, the center, and the bottom-left, O occupies the top-center, the bottom-center, the middle-left, and the bottom-right",_|O|X|O|X|X|X|O|O,4,"top-right, middle-right, center, bottom-left",4,"top-center, bottom-center, middle-left, bottom-right"
2222,1,"X is in the center, the top-left, and the top-right, O is in the middle-left, the middle-right, and the bottom-center",X|_|X|O|X|O|_|O|_,3,"center, top-left, top-right",3,"middle-left, middle-right, bottom-center"
2223,2,"X has played in the bottom-right, the top-left, the bottom-center, the middle-left, and the middle-right, O has played in the bottom-left, the top-right, the center, and the top-center",X|O|O|X|O|X|O|X|X,5,"bottom-right, top-left, bottom-center, middle-left, middle-right",4,"bottom-left, top-right, center, top-center"
2224,5,"X marks the bottom-left, O marks the middle-right",_|_|_|_|_|O|X|_|_,1,bottom-left,1,middle-right
2225,5,"X marks the middle-right and middle-left, O marks the center",_|_|_|X|O|X|_|_|_,2,"middle-right, middle-left",1,center
2226,2,"X has played in the top-right and bottom-left, O has played in the top-left",O|_|X|_|_|_|X|_|_,2,"top-right, bottom-left",1,top-left
2227,3,"X occupies the middle-right, the bottom-left, the top-left, and the top-right, O occupies the center, the bottom-center, and the middle-left",X|_|X|O|O|X|X|O|_,4,"middle-right, bottom-left, top-left, top-right",3,"center, bottom-center, middle-left"
2228,5,"X marks the top-left, the middle-left, the bottom-left, the center, and the bottom-center, O marks the top-center, the middle-right, the bottom-right, and the top-right",X|O|O|X|X|O|X|X|O,5,"top-left, middle-left, bottom-left, center, bottom-center",4,"top-center, middle-right, bottom-right, top-right"
2229,1,"X is in the middle-left, the top-right, the bottom-left, the center, and the top-center, O is in the bottom-center, the bottom-right, the top-left, and the middle-right",O|X|X|X|X|O|X|O|O,5,"middle-left, top-right, bottom-left, center, top-center",4,"bottom-center, bottom-right, top-left, middle-right"
2230,4,"X is placed in the bottom-right, the bottom-center, and the bottom-left, O is placed in the top-right, the middle-right, and the top-center",_|O|O|_|_|O|X|X|X,3,"bottom-right, bottom-center, bottom-left",3,"top-right, middle-right, top-center"
2231,4,"X is placed in the bottom-center, the top-right, the bottom-right, the top-left, and the middle-left, O is placed in the center, the bottom-left, the top-center, and the middle-right",X|O|X|X|O|O|O|X|X,5,"bottom-center, top-right, bottom-right, top-left, middle-left",4,"center, bottom-left, top-center, middle-right"
2232,5,"X marks the top-center, the middle-left, and the bottom-left, O marks the center, the bottom-center, and the top-right",_|X|O|X|O|_|X|O|_,3,"top-center, middle-left, bottom-left",3,"center, bottom-center, top-right"
2233,4,"X is placed in the center, the bottom-right, and the bottom-left, O is placed in the top-left and top-center",O|O|_|_|X|_|X|_|X,3,"center, bottom-right, bottom-left",2,"top-left, top-center"
2234,3,"X occupies the center, the bottom-center, the middle-right, and the top-center, O occupies the bottom-left, the bottom-right, the middle-left, and the top-right",_|X|O|O|X|X|O|X|O,4,"center, bottom-center, middle-right, top-center",4,"bottom-left, bottom-right, middle-left, top-right"
2235,5,"X marks the bottom-left, the top-left, and the middle-left, O marks the center and bottom-right",X|_|_|X|O|_|X|_|O,3,"bottom-left, top-left, middle-left",2,"center, bottom-right"
2236,2,"X has played in the top-left, the center, and the top-right, O has played in the bottom-center and middle-right",X|_|X|_|X|O|_|O|_,3,"top-left, center, top-right",2,"bottom-center, middle-right"
2237,5,"X marks the bottom-left, the middle-left, the top-center, the top-right, and the middle-right, O marks the bottom-right, the bottom-center, the center, and the top-left",O|X|X|X|O|X|X|O|O,5,"bottom-left, middle-left, top-center, top-right, middle-right",4,"bottom-right, bottom-center, center, top-left"
2238,1,"X is in the top-right, the bottom-left, and the center, O is in the bottom-center, the top-center, and the middle-left",_|O|X|O|X|_|X|O|_,3,"top-right, bottom-left, center",3,"bottom-center, top-center, middle-left"
2239,4,"X is placed in the bottom-center, the top-left, the top-right, and the top-center, O is placed in the middle-left, the bottom-left, and the center",X|X|X|O|O|_|O|X|_,4,"bottom-center, top-left, top-right, top-center",3,"middle-left, bottom-left, center"
2240,5,"X marks the top-center, the bottom-right, the middle-right, and the bottom-left, O marks the middle-left, the top-right, the top-left, and the bottom-center",O|X|O|O|_|X|X|O|X,4,"top-center, bottom-right, middle-right, bottom-left",4,"middle-left, top-right, top-left, bottom-center"
